"","API_Number","Document.Number","Receive.Date","Operator.Number","Operator","Address","City","State","Zip.Code","API.State.Code","API.County.Code","API.Sequence.Number","Well.Name","Well.Number","Qtr.Qtr","Section","Township","Range","Shut.In.Injection.well","Last.approved.MIT","Test.Type","Describe.Repairs.or.Other.Activities.","Injection.Producing.Zones","Perforation.Interval","Open.Hole.Interval","Bridge.Cement.Plug.Depth","Test.Date","Well.Status.during.test","Casing.Before","Initial.Tubing","Final.Tubing","Start.Casing","X5.Min.Casing","X10.Min.Casing","Final.Casing","Loss.or.Gain","Witness","Date.Submitted","Form.Status","Status.Date","Latitude","Longitude","Utm_X","Utm_Y"
"3720","05-103-06325",1170850,"7/7/2006 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06325","HAGOOD M C                         ","A-8            ","NWNW  ",15,"2N    ","103W   ","INJECTION           ","10/10/2001 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6625 - 6863              ","","5/8/2006 0:00:00","IJ",0,0,0,835,830,825,825,-10,"Y","5/9/2006 0:00:00","APPROVED  ","7/7/2006 0:00:00",40.148577,-108.949216,163583,4451730
"3721","05-103-06325",402191492,"9/27/2019 11:30:10",16700,"CHEVRON USA INC                                   ","100 CHEVRON USA INC                               ","RANGELY                       ","CO","81648     ","05","103","06325","HAGOOD M C                         ","A-8            ","NWNW  ",15,"2N    ","103W   ","INJECTION           ","4/13/2015 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6625-6863                     ","                         ","      ","9/26/2019 0:00:00","IJ",0,1778,1778,1225,1225,1225,1225,0,"Y","9/27/2019 11:30:10","APPROVED  ","10/15/2019 16:14:13",40.148577,-108.949216,163583,4451730
"3722","05-103-06326",401647038,"5/21/2018 10:10:35",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06326","HAGOOD M C                         ","A-4            ","NENW  ",15,"2N    ","103W   ","INJECTION           ","8/18/2014 0:00:00","5-YEAR UIC TEST","-","WEBR  ","                              ","6596-6743                ","      ","5/18/2018 0:00:00","IJ",0,1790,1790,1200,1190,1175,1175,-25,"Y","5/21/2018 10:10:35","APPROVED  ","5/22/2018 16:51:21",40.14853,-108.94492,163948,4451709
"3723","05-103-06326",1171269,"1/26/2011 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06326","HAGOOD M C                         ","A-4            ","NENW  ",15,"2N    ","103W   ","INJECTION           ","3/8/2006 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6592-6696                ","","1/25/2011 0:00:00","AC",0,NA,NA,830,825,820,815,-15,"Y","1/26/2011 0:00:00","APPROVED  ","1/26/2011 0:00:00",40.14853,-108.94492,163948,4451709
"3724","05-103-06326",1171684,"8/19/2014 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06326","HAGOOD M C                         ","A-4            ","NENW  ",15,"2N    ","103W   ","INJECTION           ","1/25/2011 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6592-6696                ","NA    ","8/18/2014 0:00:00","IJ",0,1465,1465,1178,1176,1176,1176,-2,"Y","8/18/2014 0:00:00","APPROVED  ","8/18/2014 0:00:00",40.14853,-108.94492,163948,4451709
"3725","05-103-06327",1171510,"5/31/2013 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06327","M C HAGOOD A                       ","9              ","SWNE  ",15,"2N    ","103W   ","INJECTION           ","4/14/2011 0:00:00","VERIFICATION OF REPAIRS","TUBING/PACKER LEAK-TUBING REPAIR","WEBR  ","NA                            ","6494-6700                ","","5/23/2013 0:00:00","SI",0,1640,1640,1150,1149,1148,1147,-3,"Y","5/23/2013 0:00:00","APPROVED  ","5/23/2013 0:00:00",40.144962,-108.944833,163938,4451312
"3726","05-103-06327",402191523,"9/27/2019 11:46:32",16700,"CHEVRON USA INC                                   ","100 CHEVRON USA INC                               ","RANGELY                       ","CO","81648     ","05","103","06327","M C HAGOOD A                       ","9              ","SWNE  ",15,"2N    ","103W   ","INJECTION           ","4/13/2015 0:00:00","5-YEAR UIC TEST","-","WEBR  ","                              ","6494-6700                ","      ","9/26/2019 0:00:00","IJ",0,1344,1344,1240,1235,1225,1220,-20,"Y","9/27/2019 11:46:32","APPROVED  ","10/15/2019 16:24:10",40.144962,-108.944833,163938,4451312
"3727","05-103-06327",400824647,"4/14/2015 9:25:43",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06327","M C HAGOOD A                       ","9              ","SWNE  ",15,"2N    ","103W   ","INJECTION           ","5/23/2013 0:00:00","5-YEAR UIC TEST","-","WEBR  ","                              ","6494-6700                ","      ","4/13/2015 0:00:00","IJ",0,1175,1175,1212,1212,1212,1212,0,"Y","4/14/2015 9:25:43","APPROVED  ","6/29/2015 16:56:55",40.144962,-108.944833,163938,4451312
"3728","05-103-06328",1171356,"3/2/2012 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06328","HAGOOD M C                         ","A-1            ","NESW  ",15,"2N    ","103W   ","INJECTION           ","5/8/2007 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6460-6719                ","","2/22/2012 0:00:00","AC",0,NA,NA,1240,1237,1234,1230,-10,"Y","2/22/2012 0:00:00","APPROVED  ","2/22/2012 0:00:00",40.14136,-108.94482,163921,4450912
"3729","05-103-06328",401001163,"3/7/2016 14:09:29",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06328","HAGOOD M C                         ","A-1            ","NESW  ",15,"2N    ","103W   ","INJECTION           ","2/22/2012 0:00:00","5-YEAR UIC TEST","-","WEBR  ","                              ","6460-6719                ","      ","3/2/2016 0:00:00","IJ",0,1724,1724,1250,1250,1250,1250,0,"Y","3/7/2016 14:09:29","APPROVED  ","3/8/2016 8:01:10",40.14136,-108.94482,163921,4450912
"3730","05-103-06328",1170960,"5/29/2007 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06328","HAGOOD M C                         ","A-1            ","NESW  ",15,"2N    ","103W   ","INJECTION           ","9/30/2002 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6460 - 6719              ","","5/8/2007 0:00:00","SI",0,0,0,810,805,805,800,-10,"Y","5/15/2007 0:00:00","APPROVED  ","5/29/2007 0:00:00",40.14136,-108.94482,163921,4450912
"3731","05-103-06330",1171364,"3/19/2012 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06330","HAGOOD M C                         ","A-3            ","NWNE  ",15,"2N    ","103W   ","INJECTION           ","5/8/2007 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6539-6448                ","","3/16/2012 0:00:00","IJ",0,NA,NA,1225,1225,1225,1225,0,"Y","3/16/2012 0:00:00","APPROVED  ","3/16/2012 0:00:00",40.14853,-108.94031,164341,4451691
"3732","05-103-06330",401031227,"4/18/2016 9:54:07",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06330","HAGOOD M C                         ","A-3            ","NWNE  ",15,"2N    ","103W   ","INJECTION           ","3/16/2012 0:00:00","5-YEAR UIC TEST","-DIGITAL PRESSURE GAUGE","WEBR  ","                              ","6539-6448                ","      ","4/13/2016 0:00:00","IJ",0,1166,1166,1216,1215,1210,1209,-7,"Y","4/18/2016 9:54:07","APPROVED  ","4/18/2016 11:45:37",40.14853,-108.94031,164341,4451691
"3733","05-103-06330",1170961,"5/29/2007 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06330","HAGOOD M C                         ","A-3            ","NWNE  ",15,"2N    ","103W   ","INJECTION           ","4/25/2002 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6448 - 6539              ","","5/8/2007 0:00:00","SI",0,0,0,820,810,800,795,-25,"Y","5/15/2007 0:00:00","APPROVED  ","5/29/2007 0:00:00",40.14853,-108.94031,164341,4451691
"3734","05-103-06331",1170849,"7/7/2006 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06331","HAGOOD M C                         ","5              ","NWSE  ",15,"2N    ","103W   ","INJECTION           ","9/27/2001 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6415 - 6720              ","","5/8/2006 0:00:00","SI",0,0,0,780,770,765,760,-20,"Y","5/9/2006 0:00:00","APPROVED  ","7/7/2006 0:00:00",40.14137,-108.94011,164323,4450895
"3735","05-103-06331",402115546,"7/19/2019 11:56:25",16700,"CHEVRON USA INC                                   ","100 CHEVRON USA INC                               ","RANGELY                       ","CO","81648     ","05","103","06331","HAGOOD M C                         ","5              ","NWSE  ",15,"2N    ","103W   ","INJECTION           ","4/13/2015 0:00:00","5-YEAR UIC TEST","-","WEBR  ","                              ","6415-6720                ","      ","7/18/2019 0:00:00","IJ",0,1437,1437,1325,1300,1300,1300,-25,"Y","7/19/2019 11:56:25","APPROVED  ","7/19/2019 15:07:37",40.14137,-108.94011,164323,4450895
"3736","05-103-06331",1171318,"4/27/2011 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06331","HAGOOD M C                         ","5              ","NWSE  ",15,"2N    ","103W   ","INJECTION           ","5/8/2006 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6415-6720                ","","4/11/2011 0:00:00","IJ",0,0,0,800,800,800,800,0,"Y","4/11/2011 0:00:00","APPROVED  ","4/11/2011 0:00:00",40.14137,-108.94011,164323,4450895
"3737","05-103-06331",400824604,"4/14/2015 9:03:18",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06331","HAGOOD M C                         ","5              ","NWSE  ",15,"2N    ","103W   ","INJECTION           ","4/11/2011 0:00:00","5-YEAR UIC TEST","-","WEBR  ","                              ","6415-6720                ","      ","4/13/2015 0:00:00","IJ",0,1893,1893,1293,1293,1293,1293,0,"Y","4/14/2015 9:03:18","APPROVED  ","6/29/2015 16:39:30",40.14137,-108.94011,164323,4450895
"3738","05-103-06340",402241765,"11/18/2019 10:47:45",16700,"CHEVRON USA INC                                   ","100 CHEVRON USA INC                               ","RANGELY                       ","CO","81648     ","05","103","06340","EMERALD                            ","42             ","NWSE  ",36,"2N    ","103W   ","INJECTION           ","6/19/2015 0:00:00","5-YEAR UIC TEST","-","WEBR  ","4689-5143                     ","                         ","      ","11/14/2019 0:00:00","IJ",0,407,407,1250,1250,1250,1250,0,"Y","11/18/2019 10:47:45","APPROVED  ","12/9/2019 16:15:28",40.09801,-108.90206,167354,4445937
"3739","05-103-06340",400856520,"6/22/2015 7:53:41",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06340","EMERALD                            ","42             ","NWSE  ",36,"2N    ","103W   ","INJECTION           ","1/25/2011 0:00:00","5-YEAR UIC TEST","-","NAVA  ","4689-5143                     ","                         ","      ","6/19/2015 0:00:00","IJ",0,1550,1550,1200,1200,1200,1200,0,"Y","6/22/2015 7:53:41","APPROVED  ","8/24/2015 16:02:49",40.09801,-108.90206,167354,4445937
"3740","05-103-06340",1171274,"1/27/2011 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06340","EMERALD                            ","42             ","NWSE  ",36,"2N    ","103W   ","INJECTION           ","2/28/2006 0:00:00","5-YEAR UIC TEST","-","NAVA  ","4689-5143                     ","NA                       ","","1/25/2011 0:00:00","AC",0,NA,NA,860,860,860,860,0,"Y","1/25/2011 0:00:00","APPROVED  ","1/25/2011 0:00:00",40.09801,-108.90206,167354,4445937
"3741","05-103-06386",2389036,"4/8/2013 0:00:00",16700,"CHEVRON USA INC                                   ","100 CHEVRON ROAD                                  ","RANGELY                       ","CO","81648     ","05","103","06386","GRAY B                             ","18X            ","SWSW  ",18,"2N    ","102W   ","SHUT-IN             ","5/31/2008 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6245-6610                ","NA    ","3/21/2013 0:00:00","SI",NA,0,0,800,NA,NA,800,0,"N","4/1/2013 0:00:00","APPROVED  ","4/12/2013 0:00:00",40.13916,-108.89528,168132,4450481
"3742","05-103-06386",401552761,"2/22/2018 9:20:43",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06386","GRAY B                             ","18X            ","SWSW  ",18,"2N    ","102W   ","SHUT-IN             ","3/21/2013 0:00:00","SI/TA MAINTENANCE STATUS","-","WEBR  ","                              ","6245-6610                ","      ","2/20/2018 0:00:00","TA",0,0,0,360,360,360,360,0,"Y","2/22/2018 9:20:43","APPROVED  ","2/28/2018 12:58:23",40.13916,-108.89528,168132,4450481
"3743","05-103-06387",1170918,"2/26/2007 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06387","LEVISON                            ","21X            ","NESW  ",26,"2N    ","102W   ","SHUT-IN             ","2/2/1999 0:00:00","SI/TA MAINTENANCE STATUS","-","WEBR  ","6055 - 6446                   ","NA                       ","","2/16/2007 0:00:00","SI",0,0,0,795,795,795,795,0,"N","2/20/2007 0:00:00","APPROVED  ","2/26/2007 0:00:00",40.113914,-108.810824,175209,4447366
"3744","05-103-06387",1618952,"11/28/2008 0:00:00",16700,"CHEVRON U S A INC                                 ","100 CHEVRON ROAD                                  ","RANGELY                       ","CO","81648     ","05","103","06387","LEVISON                            ","21X            ","NESW  ",26,"2N    ","102W   ","","2/16/2007 0:00:00","VERIFICATION OF REPAIRS","OTHER-SHUT IN PRODUCTION WELL, RE-PERF AND RETURN TO PRODUCTION","WEBR  ","6055-6446                     ","NA                       ","4749  ","10/23/2008 0:00:00","SI",NA,NA,NA,810,NA,NA,770,-40,"N","11/14/2008 0:00:00","APPROVED  ","12/3/2008 0:00:00",40.113914,-108.810824,175209,4447366
"3745","05-103-06417",401672017,"6/13/2018 10:26:14",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06417","MCLAUGHLIN, A C                    ","49X            ","NWSW  ",13,"2N    ","103W   ","SHUT-IN             ","10/29/2014 0:00:00","SI/TA MAINTENANCE STATUS","-COGCC FIELD INSPECTOR UNABLE TO WITNESS, USED PRETEST CHART","WEBR  ","6363-6676                     ","                         ","      ","6/4/2018 0:00:00","TA",0,0,0,350,350,350,350,0,"N","6/13/2018 10:26:14","APPROVED  ","6/13/2018 15:35:50",40.14299,-108.91363,166587,4450975
"3746","05-103-06419",1171503,"4/17/2013 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06419","MCLAUGHLIN, A C                    ","55X            ","SWSW  ",14,"2N    ","103W   ","INJECTION           ","5/15/2008 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6280-6660                     ","NA                       ","","4/12/2013 0:00:00","IJ",0,1300,1300,1200,1200,1200,1200,0,"Y","4/12/2013 0:00:00","APPROVED  ","4/12/2013 0:00:00",40.13629,-108.93274,164926,4450303
"3747","05-103-06419",401254337,"4/10/2017 9:16:28",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06419","MCLAUGHLIN, A C                    ","55X            ","SWSW  ",14,"2N    ","103W   ","INJECTION           ","4/12/2013 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6280-6660                     ","                         ","      ","4/5/2017 0:00:00","IJ",0,1685,1685,1200,1200,1200,1200,0,"Y","4/10/2017 9:16:28","APPROVED  ","8/9/2017 17:39:48",40.13629,-108.93274,164926,4450303
"3748","05-103-06420",1171586,"3/27/2014 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06420","MCLAUGHLIN, A C                    ","56X            ","SESW  ",14,"2N    ","103W   ","INJECTION           ","5/18/2009 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6260-6578                ","","3/25/2014 0:00:00","IJ",0,1300,1300,1200,1200,1200,1200,0,"Y","3/25/2014 0:00:00","APPROVED  ","3/25/2014 0:00:00",40.13949,-108.92813,165335,4450641
"3749","05-103-06420",401586229,"3/26/2018 9:58:14",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06420","MCLAUGHLIN, A C                    ","56X            ","SESW  ",14,"2N    ","103W   ","INJECTION           ","3/25/2014 0:00:00","5-YEAR UIC TEST","-","WEBR  ","                              ","6260-6578                ","      ","3/23/2018 0:00:00","IJ",0,1625,1625,1200,1200,1200,1200,0,"Y","3/26/2018 9:58:14","APPROVED  ","4/6/2018 8:09:48",40.13949,-108.92813,165335,4450641
"3750","05-103-06420",1241783,"8/6/2004 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06420","MCLAUGHLIN, A C                    ","56X            ","SESW  ",14,"2N    ","103W   ","INJECTION           ","9/14/1999 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6260 - 6578              ","","5/4/2004 0:00:00","IJ",0,0,0,830,830,825,825,-5,"Y","5/5/2004 0:00:00","APPROVED  ","8/6/2004 0:00:00",40.13949,-108.92813,165335,4450641
"3751","05-103-06425",1171674,"8/19/2014 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06425","MCLAUGHLIN, A C                    ","52X            ","SWNW  ",23,"2N    ","103W   ","INJECTION           ","4/12/2010 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6197-6640                     ","NA                       ","NA    ","8/18/2014 0:00:00","IJ",0,1745,1745,1240,1230,1225,1225,-15,"Y","8/18/2014 0:00:00","APPROVED  ","8/18/2014 0:00:00",40.132266,-108.92867,165253,4449841
"3752","05-103-06425",1241785,"8/6/2004 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06425","MCLAUGHLIN, A C                    ","52X            ","SWNW  ",23,"2N    ","103W   ","INJECTION           ","5/18/1999 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6197 - 6644                   ","NA                       ","","5/4/2004 0:00:00","IJ",0,0,0,840,830,825,820,-20,"Y","5/5/2004 0:00:00","APPROVED  ","8/6/2004 0:00:00",40.132266,-108.92867,165253,4449841
"3753","05-103-06425",1170778,"8/18/2005 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06425","MCLAUGHLIN, A C                    ","52X            ","SWNW  ",23,"2N    ","103W   ","INJECTION           ","5/4/2004 0:00:00","VERIFICATION OF REPAIRS","TUBING/PACKER LEAK-repl 194 jts tbg","WEBR  ","6197 - 6644                   ","NA                       ","","8/6/2005 0:00:00","SI",0,0,0,800,800,800,800,0,"N","8/9/2005 0:00:00","APPROVED  ","8/18/2005 0:00:00",40.132266,-108.92867,165253,4449841
"3754","05-103-06425",401669693,"6/11/2018 14:40:02",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06425","MCLAUGHLIN, A C                    ","52X            ","SWNW  ",23,"2N    ","103W   ","INJECTION           ","8/18/2014 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6197-6640                     ","                         ","      ","6/6/2018 0:00:00","IJ",0,1050,1050,1240,1240,1240,1240,0,"Y","6/11/2018 14:40:02","APPROVED  ","6/12/2018 10:45:31",40.132266,-108.92867,165253,4449841
"3755","05-103-06425",1171240,"4/24/2010 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","06425","MCLAUGHLIN, A C                    ","52X            ","SWNW  ",23,"2N    ","103W   ","INJECTION           ","8/6/2005 0:00:00","5-YEAR UIC TEST","-","WEBR  ","6197-6644                     ","NA                       ","","4/12/2010 0:00:00","AC",0,0,0,810,NA,NA,810,0,"Y","4/12/2010 0:00:00","APPROVED  ","4/24/2010 0:00:00",40.132266,-108.92867,165253,4449841
"3756","05-103-07010",1771283,"3/31/2011 0:00:00",16700,"CHEVRON USA INC                                   ","100 CHEVRON ROAD                                  ","RANGELY                       ","CO","81648     ","05","103","07010","A C MCLAUGHLIN                     ","57-X           ","SWNE  ",14,"2N    ","103W   ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Production well shut in 12/17/2008","WEBR  ","NA                            ","6316-6578                ","","3/29/2011 0:00:00","SI",NA,0,0,800,800,800,800,0,"N","3/30/2011 0:00:00","APPROVED  ","4/4/2011 0:00:00",40.1435,-108.92362,165739,4451070
"3757","05-103-07010",401671795,"6/13/2018 9:21:49",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07010","A C MCLAUGHLIN                     ","57-X           ","SWNE  ",14,"2N    ","103W   ","SHUT-IN             ","10/29/2014 0:00:00","VERIFICATION OF REPAIRS","-WELLWORK TO PULL AND REPLACE TUBING - RETURN WELL TO TA.  COGCC FIELD INSPECTOR UNABLE TO WITNESS, USED PRE-TEST CHARTS.","WEBR  ","                              ","6316-6578                ","      ","6/13/2018 0:00:00","TA",0,0,0,360,360,360,360,0,"N","6/13/2018 9:21:49","APPROVED  ","6/15/2018 11:16:00",40.1435,-108.92362,165739,4451070
"3758","05-103-07022",1170846,"7/7/2006 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07022","HAGOOD L N                         ","A-9X           ","SWSE  ",23,"2N    ","103W   ","INJECTION           ","5/17/2001 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6030 - 6630              ","","5/8/2006 0:00:00","IJ",0,0,0,825,800,795,785,-40,"Y","5/9/2006 0:00:00","APPROVED  ","7/7/2006 0:00:00",40.12132,-108.923477,165642,4448606
"3759","05-103-07022",1171313,"4/27/2011 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07022","HAGOOD L N                         ","A-9X           ","SWSE  ",23,"2N    ","103W   ","INJECTION           ","5/8/2006 0:00:00","5-YEAR UIC TEST","-","WEBR  ","NA                            ","6030-6630                ","","4/11/2011 0:00:00","IJ",0,0,0,845,845,845,845,0,"Y","4/11/2011 0:00:00","APPROVED  ","4/11/2011 0:00:00",40.12132,-108.923477,165642,4448606
"3760","05-103-07022",1171555,"10/2/2013 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07022","HAGOOD L N                         ","A-9X           ","SWSE  ",23,"2N    ","103W   ","INJECTION           ","4/11/2011 0:00:00","VERIFICATION OF REPAIRS","OTHER-ZONAL CONFORMANCE IMPROVEMENT","WEBR  ","6315-6459                     ","NA                       ","","10/1/2013 0:00:00","SI",0,0,0,1245,1245,1245,1245,0,"Y","10/1/2013 0:00:00","APPROVED  ","10/1/2013 0:00:00",40.12132,-108.923477,165642,4448606
"3761","05-103-07024",1170944,"5/16/2007 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07024","F V LARSON B                       ","16-X           ","SESE  ",26,"2N    ","102W   ","SHUT-IN             ","1/14/1999 0:00:00","SI/TA MAINTENANCE STATUS","-","WEBR  ","6019 - 6378                   ","NA                       ","","4/2/2007 0:00:00","SI",0,0,0,790,790,790,790,0,"N","4/6/2007 0:00:00","APPROVED  ","5/16/2007 0:00:00",40.11039,-108.80562,175636,4446955
"3762","05-103-07033",401527134,"1/26/2018 10:09:47",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07033","CARNEY C T                         ","21 X 35        ","CNW   ",35,"2N    ","102W   ","INJECTION           ","4/10/2013 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5786-6407                     ","                         ","      ","1/25/2018 0:00:00","IJ",0,2065,2065,1240,1240,1240,1240,0,"Y","1/26/2018 10:09:47","APPROVED  ","2/28/2018 12:58:12",40.10318,-108.81527,174779,4446190
"3763","05-103-07033",1171462,"4/16/2013 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07033","CARNEY C T                         ","21 X 35        ","CNW   ",35,"2N    ","102W   ","INJECTION           ","5/14/2008 0:00:00","5-YEAR UIC TEST","-","WEBR  ","5786-6407                     ","NA                       ","","4/10/2013 0:00:00","SI",0,0,0,1200,1200,1200,1200,0,"Y","4/10/2013 0:00:00","APPROVED  ","4/10/2013 0:00:00",40.10318,-108.81527,174779,4446190
"3764","05-103-07089",200091886,"6/19/2006 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07089","LEVISON                            ","22X            ","NWNW  ",26,"2N    ","102W   ","INJECTION           ","","VERIFICATION OF REPAIRS","OTHER-convert s.i. pr well.  clean out, perforate, run inj. assembly and tubing","WEBR  ","6220 - 6560                   ","NA                       ","","4/6/2006 0:00:00","SI",0,0,0,800,800,800,800,0,"N","4/7/2006 0:00:00","APPROVED  ","6/19/2006 0:00:00",40.11782,-108.81532,174845,4447816
"3765","05-103-07089",1171320,"6/6/2011 0:00:00",16700,"CHEVRON PRODUCTION COMPANY                        ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07089","LEVISON                            ","22X            ","NWNW  ",26,"2N    ","102W   ","INJECTION           ","5/10/2006 0:00:00","RESET PACKER","-","WEBR  ","6188-6557                     ","NA                       ","","4/29/2011 0:00:00","IJ",0,0,0,810,NA,NA,790,-20,"N","5/2/2011 0:00:00","APPROVED  ","6/6/2011 0:00:00",40.11782,-108.81532,174845,4447816
"3766","05-103-07089",401041753,"5/5/2016 9:19:50",16700,"CHEVRON USA INC                                   ","100 CHEVRON RD                                    ","RANGELY                       ","CO","81648     ","05","103","07089","LEVISON                            ","22X            ","NWNW  ",26,"2N    ","102W   ","SHUT-IN             ","4/29/2011 0:00:00","SI/TA MAINTENANCE STATUS","-","WEBR  ","6188-6557                     ","                         ","      ","5/4/2016 0:00:00","TA",0,0,0,360,360,360,360,0,"Y","5/5/2016 9:19:50","APPROVED  ","5/5/2016 15:34:25",40.11782,-108.81532,174845,4447816
